"URI","rdf-schema#label","runtime","album_label","album","artist_label","artist","composer_label","composer","genre_label","genre","language_label","language","previousWork_label","previousWork","producer_label","producer","recordDate","recordLabel_label","recordLabel","recordedIn_label","recordedIn","releaseDate","runtime","subsequentWork_label","subsequentWork","title","trackNumber","type_label","type","writer_label","writer"
"http://dbpedia.org/resource/We_Call_On_Him","We Call On Him","2.5166666666666666","NULL","NULL","Elvis Presley","http://dbpedia.org/resource/Elvis_Presley","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1967-09-11","NULL","NULL","NULL","NULL","NULL","151.0","NULL","NULL","NULL","NULL","NULL","NULL","{Ben Weisman|Sid Wayne}","{http://dbpedia.org/resource/Ben_Weisman|http://dbpedia.org/resource/Sid_Wayne}"
"http://dbpedia.org/resource/We_Can_Talk","We Can Talk","3.1","Music from Big Pink","http://dbpedia.org/resource/Music_from_Big_Pink","The Band","http://dbpedia.org/resource/The_Band","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","John Simon (record producer)","http://dbpedia.org/resource/John_Simon_(record_producer)","NULL","Capitol Records","http://dbpedia.org/resource/Capitol_Records","NULL","NULL","1968-07-01","186.0","NULL","NULL","NULL","NULL","NULL","NULL","Richard Manuel","http://dbpedia.org/resource/Richard_Manuel"
"http://dbpedia.org/resource/We_Can_Work_It_Out__Exposition_/_We_Can_Work_It_Out__1","NULL","7.1","The Book of Taliesyn","http://dbpedia.org/resource/The_Book_of_Taliesyn","Deep Purple","http://dbpedia.org/resource/Deep_Purple","NULL","NULL","{Psychedelic rock|Progressive rock|Hard rock}","{http://dbpedia.org/resource/Psychedelic_rock|http://dbpedia.org/resource/Progressive_rock|http://dbpedia.org/resource/Hard_rock}","NULL","NULL","Kentucky Woman","http://dbpedia.org/resource/Kentucky_Woman","Derek Lawrence","http://dbpedia.org/resource/Derek_Lawrence","NULL","{Tetragrammaton Records|Harvest Records}","{http://dbpedia.org/resource/Tetragrammaton_Records|http://dbpedia.org/resource/Harvest_Records}","NULL","NULL","NULL","426.0","The Book of Taliesyn","http://dbpedia.org/resource/The_Book_of_Taliesyn","NULL","4","NULL","NULL","{Ludwig van Beethoven|Ian Paice|Nick Simper|Jon Lord|Ritchie Blackmore|Lennon–McCartney}","{http://dbpedia.org/resource/Ludwig_van_Beethoven|http://dbpedia.org/resource/Ian_Paice|http://dbpedia.org/resource/Nick_Simper|http://dbpedia.org/resource/Jon_Lord|http://dbpedia.org/resource/Ritchie_Blackmore|http://dbpedia.org/resource/Lennon%E2%80%93McCartney}"
"http://dbpedia.org/resource/We_Could_Be_So_Good_Together","We Could Be So Good Together","2.3333333333333335","Waiting for the Sun","http://dbpedia.org/resource/Waiting_for_the_Sun","The Doors","http://dbpedia.org/resource/The_Doors","NULL","NULL","Psychedelic rock","http://dbpedia.org/resource/Psychedelic_rock","NULL","NULL","Waiting for the Sun","http://dbpedia.org/resource/Waiting_for_the_Sun","Paul A. Rothchild","http://dbpedia.org/resource/Paul_A._Rothchild","NULL","Elektra Records","http://dbpedia.org/resource/Elektra_Records","Sunset Sound Recorders","http://dbpedia.org/resource/Sunset_Sound_Recorders","1968-07-13","140.0","Waiting for the Sun","http://dbpedia.org/resource/Waiting_for_the_Sun","NULL","9","NULL","NULL","{Jim Morrison|John Densmore|Ray Manzarek|Robby Krieger}","{http://dbpedia.org/resource/Jim_Morrison|http://dbpedia.org/resource/John_Densmore|http://dbpedia.org/resource/Ray_Manzarek|http://dbpedia.org/resource/Robby_Krieger}"
"http://dbpedia.org/resource/We_Could_Be_Sweet_Lovers","We Could Be Sweet Lovers","3.433333333333333","NULL","NULL","Bill Withers","http://dbpedia.org/resource/Bill_Withers","NULL","NULL","Pop music","http://dbpedia.org/resource/Pop_music","NULL","NULL","NULL","NULL","Bill Withers","http://dbpedia.org/resource/Bill_Withers","NULL","NULL","NULL","NULL","NULL","NULL","206.0","NULL","NULL","NULL","NULL","NULL","NULL","Bill Withers","http://dbpedia.org/resource/Bill_Withers"
"http://dbpedia.org/resource/We_Don't_Wanna_Put_In","We Don't Wanna Put In","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/We_Got_the_Beat__We_Got_the_Beat__1","NULL","2.3666666666666667","Radio Rebel","http://dbpedia.org/resource/Radio_Rebel","Debby Ryan","http://dbpedia.org/resource/Debby_Ryan","NULL","NULL","Pop rock","http://dbpedia.org/resource/Pop_rock","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2012-02-21","142.0","NULL","NULL","NULL","NULL","NULL","NULL","Charlotte Caffey","http://dbpedia.org/resource/Charlotte_Caffey"
"http://dbpedia.org/resource/We_Have_a_Romeo","We Have a Romeo","5.083333333333333","Bommarillu","http://dbpedia.org/resource/Bommarillu","NULL","NULL","NULL","NULL","Film score","http://dbpedia.org/resource/Film_score","NULL","NULL","NULL","NULL","Dil Raju","http://dbpedia.org/resource/Dil_Raju","NULL","NULL","NULL","{India|Hyderabad}","{http://dbpedia.org/resource/India|http://dbpedia.org/resource/Hyderabad}","NULL","305.0","NULL","NULL","NULL","1","NULL","NULL","Chandrabose","http://dbpedia.org/resource/Chandrabose"
"http://dbpedia.org/resource/We_Kiss_in_a_Shadow","We Kiss in a Shadow","NULL","NULL","NULL","NULL","NULL","Richard Rodgers","http://dbpedia.org/resource/Richard_Rodgers","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Song","http://dbpedia.org/resource/Song","Oscar Hammerstein II","http://dbpedia.org/resource/Oscar_Hammerstein_II"
"http://dbpedia.org/resource/We_Lost_the_Road","We Lost the Road","3.45","To Whom It May Concern (Bee Gees album)","http://dbpedia.org/resource/To_Whom_It_May_Concern_(Bee_Gees_album)","Bee Gees","http://dbpedia.org/resource/Bee_Gees","NULL","NULL","Soft rock","http://dbpedia.org/resource/Soft_rock","NULL","NULL","Run to Me (Bee Gees song)","http://dbpedia.org/resource/Run_to_Me_(Bee_Gees_song)","{Bee Gees|Robert Stigwood}","{http://dbpedia.org/resource/Bee_Gees|http://dbpedia.org/resource/Robert_Stigwood}","1971-01-28","{Atco Records|Polydor Records}","{http://dbpedia.org/resource/Atco_Records|http://dbpedia.org/resource/Polydor_Records}","{London|IBC Studios}","{http://dbpedia.org/resource/London|http://dbpedia.org/resource/IBC_Studios}","NULL","207.0","NULL","NULL","NULL","2","NULL","NULL","{Barry Gibb|Robin Gibb}","{http://dbpedia.org/resource/Barry_Gibb|http://dbpedia.org/resource/Robin_Gibb}"
"http://dbpedia.org/resource/We_Love_You,_Our_Fatherland!","We Love You Our Fatherland!","4.816666666666666","NULL","NULL","Leontina_Vukomanovi%C4%87","http://dbpedia.org/resource/Leontina_Vukomanovi%C4%87","NULL","NULL","War song","http://dbpedia.org/resource/War_song","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","289.0","NULL","NULL","NULL","11","NULL","NULL","Rade Radivojević","http://dbpedia.org/resource/Rade_Radivojevi%C4%87"
"http://dbpedia.org/resource/We_Three_Kings","We Three Kings","NULL","NULL","NULL","NULL","NULL","John Henry Hopkins Jr.","http://dbpedia.org/resource/John_Henry_Hopkins,_Jr.","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","We Three Kings","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/We_Will_Follow_You_Only","We Will Follow You Only","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/We_Write_the_Story","We Write the Story","6.55","NULL","NULL","{Benny Andersson|Björn Ulvaeus|Avicii}","{http://dbpedia.org/resource/Benny_Andersson|http://dbpedia.org/resource/Bj%C3%B6rn_Ulvaeus|http://dbpedia.org/resource/Avicii}","{Benny Andersson|Björn Ulvaeus|Avicii}","{http://dbpedia.org/resource/Benny_Andersson|http://dbpedia.org/resource/Bj%C3%B6rn_Ulvaeus|http://dbpedia.org/resource/Avicii}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2013-05-18","393.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Wearin'_That_Loved-On_Look","Wearin' That Loved-On Look","NULL","NULL","NULL","Elvis Presley","http://dbpedia.org/resource/Elvis_Presley","{Dallas Frazier|A.L. Doodle Owens}","{http://dbpedia.org/resource/Dallas_Frazier|http://dbpedia.org/resource/A.L._%22Doodle%22_Owens}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Wearing_and_Tearing","Wearing and Tearing","5.516666666666667","Coda (album)","http://dbpedia.org/resource/Coda_(album)","Led Zeppelin","http://dbpedia.org/resource/Led_Zeppelin","NULL","NULL","{Heavy metal music|Punk rock}","{http://dbpedia.org/resource/Heavy_metal_music|http://dbpedia.org/resource/Punk_rock}","NULL","NULL","Bonzo's Montreux","http://dbpedia.org/resource/Bonzo's_Montreux","Jimmy Page","http://dbpedia.org/resource/Jimmy_Page","1978-11-21","Swan Song Records","http://dbpedia.org/resource/Swan_Song_Records","NULL","NULL","1982-11-19","331.0","Baby Come On Home","http://dbpedia.org/resource/Baby_Come_On_Home","NULL","8","NULL","NULL","{Jimmy Page|Robert Plant}","{http://dbpedia.org/resource/Jimmy_Page|http://dbpedia.org/resource/Robert_Plant}"
"http://dbpedia.org/resource/Wearing_the_Inside_Out","Wearing the Inside Out","6.816666666666666","The Division Bell","http://dbpedia.org/resource/The_Division_Bell","Pink Floyd","http://dbpedia.org/resource/Pink_Floyd","NULL","NULL","{Soft rock|Blues rock|Progressive rock}","{http://dbpedia.org/resource/Soft_rock|http://dbpedia.org/resource/Blues_rock|http://dbpedia.org/resource/Progressive_rock}","NULL","NULL","NULL","NULL","{Bob Ezrin|David Gilmour}","{http://dbpedia.org/resource/Bob_Ezrin|http://dbpedia.org/resource/David_Gilmour}","NULL","{Columbia Records|EMI}","{http://dbpedia.org/resource/Columbia_Records|http://dbpedia.org/resource/EMI}","NULL","NULL","{1994-03-28|1994-04-05}","409.0","NULL","NULL","NULL","6","NULL","NULL","{Anthony Moore|Richard Wright (musician)}","{http://dbpedia.org/resource/Anthony_Moore|http://dbpedia.org/resource/Richard_Wright_(musician)}"
"http://dbpedia.org/resource/Weary_Blues","Weary Blues","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Jazz","http://dbpedia.org/resource/Jazz","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Weary Blues","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Weasel_Stomping_Day","Weasel Stomping Day","1.5666666666666667","Straight Outta Lynwood","http://dbpedia.org/resource/Straight_Outta_Lynwood","Weird Al Yankovic","http://dbpedia.org/resource/%22Weird_Al%22_Yankovic","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Weird Al Yankovic","http://dbpedia.org/resource/%22Weird_Al%22_Yankovic","2005-07-05","Volcano Entertainment","http://dbpedia.org/resource/Volcano_Entertainment","NULL","NULL","2006-09-24","94.0","NULL","NULL","NULL","8","NULL","NULL","Weird Al Yankovic","http://dbpedia.org/resource/%22Weird_Al%22_Yankovic"
"http://dbpedia.org/resource/Wedding_Bells_(Jonas_Brothers_song)","Wedding Bells (Jonas Brothers song)","4.083333333333333","Jonas Brothers","http://dbpedia.org/resource/Jonas_Brothers","Jonas Brothers","http://dbpedia.org/resource/Jonas_Brothers","NULL","NULL","{Soft rock|Pop rock}","{http://dbpedia.org/resource/Soft_rock|http://dbpedia.org/resource/Pop_rock}","NULL","NULL","NULL","NULL","Nick Jonas","http://dbpedia.org/resource/Nick_Jonas","NULL","NULL","NULL","NULL","NULL","2013-11-27","245.0","NULL","NULL","NULL","13","NULL","NULL","Nick Jonas","http://dbpedia.org/resource/Nick_Jonas"
"http://dbpedia.org/resource/Wee_Cooper_O'Fife","Wee Cooper O'Fife","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Wee_Willie_Winkie","Wee Willie Winkie","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Scots language","http://dbpedia.org/resource/Scots_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Wee Willie Winkie","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Weeping_Wall_(instrumental)","Weeping Wall (instrumental)","3.466666666666667","Low (David Bowie album)","http://dbpedia.org/resource/Low_(David_Bowie_album)","David Bowie","http://dbpedia.org/resource/David_Bowie","NULL","NULL","Ambient music","http://dbpedia.org/resource/Ambient_music","NULL","NULL","Art Decade","http://dbpedia.org/resource/Art_Decade","{David Bowie|Tony Visconti}","{http://dbpedia.org/resource/David_Bowie|http://dbpedia.org/resource/Tony_Visconti}","NULL","RCA Records","http://dbpedia.org/resource/RCA_Records","NULL","NULL","1977-01-14","208.0","Subterraneans","http://dbpedia.org/resource/Subterraneans","NULL","10","NULL","NULL","David Bowie","http://dbpedia.org/resource/David_Bowie"
"http://dbpedia.org/resource/Weight_of_the_World_(Elton_John_song)","Weight of the World (Elton John song)","3.966666666666667","Peachtree Road","http://dbpedia.org/resource/Peachtree_Road","Elton John","http://dbpedia.org/resource/Elton_John","NULL","NULL","{Rock music|Soft rock}","{http://dbpedia.org/resource/Rock_music|http://dbpedia.org/resource/Soft_rock}","NULL","NULL","NULL","NULL","Elton John","http://dbpedia.org/resource/Elton_John","NULL","Universal Records","http://dbpedia.org/resource/Universal_Records","NULL","NULL","NULL","238.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Weight_of_the_World_(Evanescence_song)","Weight of the World (Evanescence song)","3.6166666666666667","The Open Door","http://dbpedia.org/resource/The_Open_Door","Evanescence","http://dbpedia.org/resource/Evanescence","NULL","NULL","Alternative metal","http://dbpedia.org/resource/Alternative_metal","NULL","NULL","NULL","NULL","Dave Fortman","http://dbpedia.org/resource/Dave_Fortman","NULL","Wind-up Records","http://dbpedia.org/resource/Wind-up_Records","NULL","NULL","NULL","217.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{Terry Balsamo|Amy Lee}","{http://dbpedia.org/resource/Terry_Balsamo|http://dbpedia.org/resource/Amy_Lee}"
"http://dbpedia.org/resource/Weil's_dr_guat_got","Weil's dr guat got","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","High Alemannic German","http://dbpedia.org/resource/High_Alemannic_German","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","One Step","http://dbpedia.org/resource/One_Step","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Welche_Farbe_hat_der_Sonnenschein%3F","Welche Farbe hat der Sonnenschein?","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","German language","http://dbpedia.org/resource/German_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Welcome_to_Heartbreak","Welcome to Heartbreak","4.383333333333334","808s & Heartbreak","http://dbpedia.org/resource/808s_&_Heartbreak","Kanye West","http://dbpedia.org/resource/Kanye_West","NULL","NULL","Synthpop","http://dbpedia.org/resource/Synthpop","NULL","NULL","NULL","NULL","{Kanye West|Jeff Bhasker}","{http://dbpedia.org/resource/Kanye_West|http://dbpedia.org/resource/Jeff_Bhasker}","NULL","{Roc-A-Fella Records|Def Jam Recordings}","{http://dbpedia.org/resource/Roc-A-Fella_Records|http://dbpedia.org/resource/Def_Jam_Recordings}","NULL","NULL","NULL","263.0","Heartless (Kanye West song)","http://dbpedia.org/resource/Heartless_(Kanye_West_song)","NULL","2","NULL","NULL","{Kanye West|Kid Cudi|Jeff Bhasker}","{http://dbpedia.org/resource/Kanye_West|http://dbpedia.org/resource/Kid_Cudi|http://dbpedia.org/resource/Jeff_Bhasker}"
"http://dbpedia.org/resource/Welcome_to_New_York_City_(song)","Welcome to New York City (song)","5.2","Come Home with Me","http://dbpedia.org/resource/Come_Home_with_Me","{Cam'ron|Juelz Santana}","{http://dbpedia.org/resource/Cam'ron|http://dbpedia.org/resource/Juelz_Santana}","NULL","NULL","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","NULL","NULL","NULL","NULL","Just Blaze","http://dbpedia.org/resource/Just_Blaze","NULL","{Roc-A-Fella Records|Def Jam Recordings}","{http://dbpedia.org/resource/Roc-A-Fella_Records|http://dbpedia.org/resource/Def_Jam_Recordings}","NULL","NULL","2002-05-14","312.0","Hey Ma (song)","http://dbpedia.org/resource/Hey_Ma_(song)","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Welcome_to_This_World","Welcome to This World","3.6666666666666665","Pork Soda","http://dbpedia.org/resource/Pork_Soda","Primus (band)","http://dbpedia.org/resource/Primus_(band)","NULL","NULL","{Funk metal|Alternative metal}","{http://dbpedia.org/resource/Funk_metal|http://dbpedia.org/resource/Alternative_metal}","NULL","NULL","My Name Is Mud","http://dbpedia.org/resource/My_Name_Is_Mud","Primus (band)","http://dbpedia.org/resource/Primus_(band)","NULL","Interscope Records","http://dbpedia.org/resource/Interscope_Records","NULL","NULL","NULL","220.0","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Welcome_to_the_Machine","Welcome to the Machine","7.516666666666667","Wish You Were Here (Pink Floyd album)","http://dbpedia.org/resource/Wish_You_Were_Here_(Pink_Floyd_album)","Pink Floyd","http://dbpedia.org/resource/Pink_Floyd","NULL","NULL","Progressive rock","http://dbpedia.org/resource/Progressive_rock","NULL","NULL","NULL","NULL","Pink Floyd","http://dbpedia.org/resource/Pink_Floyd","NULL","{Columbia Records|Harvest Records}","{http://dbpedia.org/resource/Columbia_Records|http://dbpedia.org/resource/Harvest_Records}","NULL","NULL","1975-09-13","451.0","NULL","NULL","NULL","2","NULL","NULL","Roger Waters","http://dbpedia.org/resource/Roger_Waters"
"http://dbpedia.org/resource/Well_Well_Well_(John_Lennon_song)","Well Well Well (John Lennon song)","5.983333333333333","Plastic Ono Band","http://dbpedia.org/resource/John_Lennon/Plastic_Ono_Band","John Lennon","http://dbpedia.org/resource/John_Lennon","NULL","NULL","Hard rock","http://dbpedia.org/resource/Hard_rock","NULL","NULL","NULL","NULL","{John Lennon|Yoko Ono|Phil Spector}","{http://dbpedia.org/resource/John_Lennon|http://dbpedia.org/resource/Yoko_Ono|http://dbpedia.org/resource/Phil_Spector}","NULL","Apple Records","http://dbpedia.org/resource/Apple_Records","NULL","NULL","1970-12-11","359.0","NULL","NULL","NULL","8","NULL","NULL","John Lennon","http://dbpedia.org/resource/John_Lennon"
"http://dbpedia.org/resource/Wendy_(song)","Wendy (song)","NULL","All Summer Long (album)","http://dbpedia.org/resource/All_Summer_Long_(album)","The Beach Boys","http://dbpedia.org/resource/The_Beach_Boys","{Brian Wilson|Mike Love}","{http://dbpedia.org/resource/Brian_Wilson|http://dbpedia.org/resource/Mike_Love}","Surf music","http://dbpedia.org/resource/Surf_music","NULL","NULL","NULL","NULL","Brian Wilson","http://dbpedia.org/resource/Brian_Wilson","1964-04-29","Capitol Records","http://dbpedia.org/resource/Capitol_Records","United Western Recorders","http://dbpedia.org/resource/United_Western_Recorders","1964-07-13","NULL","NULL","NULL","NULL","7","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Wenn_du_da_bist","Wenn du da bist","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Wer_Liebe_lebt","Wer Liebe lebt","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{German language|English language}","{http://dbpedia.org/resource/German_language|http://dbpedia.org/resource/English_language}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","I Can't Live Without Music","http://dbpedia.org/resource/I_Can't_Live_Without_Music","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/West_End_Blues","West End Blues","NULL","NULL","NULL","{Louis Armstrong and His Hot Five|Joe King Oliver}","{http://dbpedia.org/resource/Louis_Armstrong_and_His_Hot_Five|http://dbpedia.org/resource/Joe_%22King%22_Oliver}","Joe King Oliver","http://dbpedia.org/resource/Joe_%22King%22_Oliver","{Blues|Jazz|Trad jazz}","{http://dbpedia.org/resource/Blues|http://dbpedia.org/resource/Jazz|http://dbpedia.org/resource/Trad_jazz}","NULL","NULL","NULL","NULL","NULL","NULL","{1928-06-11|1928-06-28}","{Okeh Records|Brunswick Records}","{http://dbpedia.org/resource/Okeh_Records|http://dbpedia.org/resource/Brunswick_Records}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Twelve-bar blues","http://dbpedia.org/resource/Twelve-bar_blues","NULL","NULL"
"http://dbpedia.org/resource/Westphalia_Waltz","Westphalia Waltz","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Westside_Slaughterhouse","Westside Slaughterhouse","5.0","Mack 10 (album)","http://dbpedia.org/resource/Mack_10_(album)","{WC (rapper)|Mack 10}","{http://dbpedia.org/resource/WC_(rapper)|http://dbpedia.org/resource/Mack_10}","NULL","NULL","{Gangsta rap|West Coast hip hop}","{http://dbpedia.org/resource/Gangsta_rap|http://dbpedia.org/resource/West_Coast_hip_hop}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Priority Records","http://dbpedia.org/resource/Priority_Records","NULL","NULL","1995-09-28","300.0","NULL","NULL","NULL","8","NULL","NULL","{Ice Cube|WC (rapper)|Mack 10}","{http://dbpedia.org/resource/Ice_Cube|http://dbpedia.org/resource/WC_(rapper)|http://dbpedia.org/resource/Mack_10}"
"http://dbpedia.org/resource/Wha'll_be_King_but_Charlie%3F","Wha'll be King but Charlie?","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/What's_Another_Year","What's Another Year","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/What's_Happened_To_Your_Love%3F","What's Happened To Your Love?","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/What's_Happening_Brother","What's Happening Brother","2.7333333333333334","What's Going On (Marvin Gaye album)","http://dbpedia.org/resource/What's_Going_On_(Marvin_Gaye_album)","Marvin Gaye","http://dbpedia.org/resource/Marvin_Gaye","NULL","NULL","Soul music","http://dbpedia.org/resource/Soul_music","NULL","NULL","What's Going On (song)","http://dbpedia.org/resource/What's_Going_On_(song)","Marvin Gaye","http://dbpedia.org/resource/Marvin_Gaye","NULL","Motown","http://dbpedia.org/resource/Motown","Hitsville U.S.A.","http://dbpedia.org/resource/Hitsville_U.S.A.","NULL","164.0","Flyin' High (In the Friendly Sky)","http://dbpedia.org/resource/Flyin'_High_(In_the_Friendly_Sky)","NULL","2","NULL","NULL","Marvin Gaye","http://dbpedia.org/resource/Marvin_Gaye"
"http://dbpedia.org/resource/What's_the_New_Mary_Jane","What's the New Mary Jane","6.2","Anthology 3","http://dbpedia.org/resource/Anthology_3","The Beatles","http://dbpedia.org/resource/The_Beatles","NULL","NULL","{Musique concrète|Rock music|Experimental music}","{http://dbpedia.org/resource/Musique_concr%C3%A8te|http://dbpedia.org/resource/Rock_music|http://dbpedia.org/resource/Experimental_music}","NULL","NULL","NULL","NULL","George Martin","http://dbpedia.org/resource/George_Martin","1968-08-14","Apple Records","http://dbpedia.org/resource/Apple_Records","NULL","NULL","1996-10-28","372.0","NULL","NULL","NULL","NULL","NULL","NULL","Lennon–McCartney","http://dbpedia.org/resource/Lennon%E2%80%93McCartney"
"http://dbpedia.org/resource/What's_the_Ugliest_Part_of_Your_Body%3F","What's the Ugliest Part of Your Body?","1.05","We're Only in It for the Money","http://dbpedia.org/resource/We're_Only_in_It_for_the_Money","The Mothers of Invention","http://dbpedia.org/resource/The_Mothers_of_Invention","Frank Zappa","http://dbpedia.org/resource/Frank_Zappa","{Doo-wop|Experimental rock}","{http://dbpedia.org/resource/Doo-wop|http://dbpedia.org/resource/Experimental_rock}","NULL","NULL","NULL","NULL","Frank Zappa","http://dbpedia.org/resource/Frank_Zappa","NULL","{Bizarre Records|Rykodisc|Verve Records}","{http://dbpedia.org/resource/Bizarre_Records|http://dbpedia.org/resource/Rykodisc|http://dbpedia.org/resource/Verve_Records}","Capitol Studios","http://dbpedia.org/resource/Capitol_Studios","1968-03-04","63.0","Absolutely Free (song)","http://dbpedia.org/resource/Absolutely_Free_(song)","NULL","9","NULL","NULL","Frank Zappa","http://dbpedia.org/resource/Frank_Zappa"
"http://dbpedia.org/resource/What_Are_Little_Boys_Made_Of%3F","What Are Little Boys Made Of?","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","What Are Little Boys Made Of?","NULL","NULL","NULL","NULL","NULL"
