"actors_31","golden_globes_2164","1.174"
"actors_150","golden_globes_372","1.174"
"actors_29","golden_globes_2198","1.174"
"actors_151","golden_globes_328","1.174"
"actors_25","golden_globes_2226","1.174"
"actors_26","golden_globes_2221","1.174"
"actors_23","golden_globes_2252","1.174"
"actors_24","golden_globes_2240","0.8041999999999999"
"actors_41","golden_globes_1979","1.174"
"actors_40","golden_globes_1983","1.1079642857142855"
"actors_144","golden_globes_672","1.174"
"actors_147","golden_globes_513","1.174"
"actors_146","golden_globes_562","1.174"
"actors_148","golden_globes_463","1.174"
"actors_140","golden_globes_872","1.174"
"actors_141","golden_globes_817","1.0199166666666666"
"actors_142","golden_globes_759","1.174"
"actors_143","golden_globes_717","1.174"
"actors_38","golden_globes_2013","1.174"
"actors_39","golden_globes_2000","1.1123666666666665"
"actors_36","golden_globes_2062","1.174"
"actors_37","golden_globes_2042","1.174"
"actors_32","golden_globes_2147","1.174"
"actors_33","golden_globes_2129","1.174"
"actors_51","golden_globes_1656","1.174"
"actors_50","golden_globes_1684","1.174"
"actors_53","golden_globes_1566","1.174"
"actors_52","golden_globes_1608","1.174"
"actors_139","golden_globes_924","1.174"
"actors_138","golden_globes_1027","1.174"
"actors_137","golden_globes_1080","1.174"
"actors_136","golden_globes_1131","1.174"
"actors_135","golden_globes_1184","1.174"
"actors_133","golden_globes_1286","1.174"
"actors_131","golden_globes_1388","1.174"
"actors_132","golden_globes_1330","1.174"
"actors_130","golden_globes_1436","0.5576666666666666"
"actors_43","golden_globes_1950","0.6192999999999999"
"actors_44","golden_globes_1910","1.174"
"actors_45","golden_globes_1891","1.174"
"actors_46","golden_globes_1860","1.174"
"actors_47","golden_globes_1819","0.630176470588235"
"actors_48","golden_globes_1772","1.0547096774193547"
"actors_49","golden_globes_1733","0.9428749999999998"
"actors_60","golden_globes_1236","1.174"
"actors_64","golden_globes_1020","1.174"
"actors_63","golden_globes_1087","1.174"
"actors_61","golden_globes_1189","1.174"
"actors_126","golden_globes_1733","1.0584374999999997"
"actors_129","golden_globes_1533","1.174"
"actors_128","golden_globes_1569","1.174"
"actors_125","golden_globes_1785","0.8041999999999999"
"actors_124","golden_globes_1814","1.174"
"actors_120","golden_globes_1953","1.174"
"actors_121","golden_globes_1917","1.174"
"actors_56","golden_globes_1434","1.050733333333333"
"actors_57","golden_globes_1384","1.174"
"actors_54","golden_globes_1541","1.0859523809523806"
"actors_55","golden_globes_1482","1.174"
"actors_58","golden_globes_1325","1.174"
"actors_59","golden_globes_1282","0.7537727272727271"
"actors_113","golden_globes_2093","1.174"
"actors_114","golden_globes_2064","1.174"
"actors_111","golden_globes_2128","1.174"
"actors_112","golden_globes_2114","1.0859523809523806"
"actors_117","golden_globes_2004","0.7537727272727271"
"actors_118","golden_globes_1988","1.174"
"actors_115","golden_globes_2043","1.174"
"actors_116","golden_globes_2023","1.174"
"actors_72","golden_globes_623","1.174"
"actors_73","golden_globes_565","1.174"
"actors_119","golden_globes_1970","1.174"
"actors_74","golden_globes_511","1.174"
"actors_75","golden_globes_454","1.174"
"actors_70","golden_globes_720","1.174"
"actors_71","golden_globes_672","1.174"
"actors_69","golden_globes_758","1.174"
"actors_66","golden_globes_920","1.174"
"actors_65","golden_globes_974","0.5083599999999998"
"actors_68","golden_globes_812","1.174"
"actors_110","golden_globes_2150","1.174"
"actors_100","golden_globes_2264","1.174"
"actors_101","golden_globes_2255","1.174"
"actors_103","golden_globes_2230","1.174"
"actors_105","golden_globes_2217","1.174"
"actors_106","golden_globes_2212","1.174"
"actors_108","golden_globes_2187","0.6001724137931034"
"actors_109","golden_globes_2165","1.174"
"actors_78","golden_globes_316","1.174"
"actors_77","golden_globes_366","1.174"
"actors_95","golden_globes_2277","1.174"
